myownaccuracy,respcorrs,minNrPractice,considerNrTrials,Instruction_loop.thisRepN,Instruction_loop.thisTrialN,Instruction_loop.thisN,Instruction_loop.thisIndex,Instruction_loop.ran,slides,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.keys,pract_resp.corr,myownaccuracyCORR,pract_loop.thisRepN,pract_loop.thisTrialN,pract_loop.thisN,pract_loop.thisIndex,pract_loop.ran,trialN,first_butterfly,second_butterfly,Cue,left_flower,top_flower,bottom_flower,right_flower,corr_ans,obj_file,trial_cond,switch_cond,cuedButter,pract_resp.rt,repeat_pract.thisRepN,repeat_pract.thisTrialN,repeat_pract.thisN,repeat_pract.thisIndex,repeat_pract.ran,task_resp.keys,task_resp.corr,task_resp.rt,task_loop.thisRepN,task_loop.thisTrialN,task_loop.thisN,task_loop.thisIndex,task_loop.ran,trial_type,rep_resp_2.keys,rep_resp_2.rt,repeat_task.thisRepN,repeat_task.thisTrialN,repeat_task.thisN,repeat_task.thisIndex,repeat_task.ran,task_resp_2.keys,task_resp_2.corr,task_resp_2.rt,cont_check.thisRepN,cont_check.thisTrialN,cont_check.thisN,cont_check.thisIndex,cont_check.ran,butterfly,finalmess_resp_3.keys,finalmess_resp_3.rt
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/americanwhitepelican.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,up,1,0.713,0,22,22,22,1,1,,,,,,,,,,,,,,,,,,
0,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/snowboard.jpg,0,1,stimuli/grey_butterfly.png,,,,,,,down,0,0.873,0,23,23,23,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,right,stimuli/objects/diploma02.jpg,1,1,stimuli/white_butterfly.png,,,,,,,right,1,1.152,0,24,24,24,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/swordfish.jpg,1,1,stimuli/white_butterfly.png,,,,,,,down,1,1.345,0,25,25,25,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,right,stimuli/objects/vulture.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,right,1,1.462,0,26,26,26,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,down,stimuli/objects/wheelbarrow01.jpg,1,1,stimuli/white_butterfly.png,,,,,,,down,1,0.654,0,27,27,27,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,left,stimuli/objects/locker.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,left,1,0.994,0,28,28,28,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,left,stimuli/objects/masquerademask01.jpg,1,1,stimuli/white_butterfly.png,,,,,,,left,1,0.962,0,29,29,29,1,1,,,,,,,,,,,,,,,,,,
0,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,left,stimuli/objects/saxophone.jpg,0,1,stimuli/white_butterfly.png,,,,,,,down,0,1.48,0,30,30,30,1,1,,,,,,,,,,,,,,,,,,
0,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/blue_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,left,stimuli/objects/swimsuit.jpg,0,1,stimuli/grey_butterfly.png,,,,,,,right,0,1.544,0,31,31,31,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/yellow_flower.png,stimuli/red_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,down,stimuli/objects/chefshat.jpg,1,1,stimuli/white_butterfly.png,,,,,,,down,1,0.859,0,32,32,32,1,1,,,,,,,,,,,,,,,,,,
0,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/sheriffhat.jpg,0,1,stimuli/white_butterfly.png,,,,,,,left,0,1.181,0,33,33,33,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,up,stimuli/objects/floortile02.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,up,1,1.379,0,34,34,34,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/green_flower.png,left,stimuli/objects/licenseplate.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,left,1,0.707,0,35,35,35,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/red_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/blue_flower.png,right,stimuli/objects/gavel.jpg,1,1,stimuli/white_butterfly.png,,,,,,,right,1,0.79,0,36,36,36,1,1,,,,,,,,,,,,,,,,,,
0,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,1,stimuli/red_flower.png,stimuli/green_flower.png,stimuli/yellow_flower.png,stimuli/blue_flower.png,down,stimuli/objects/butterfly4.jpg,0,1,stimuli/grey_butterfly.png,,,,,,,left,0,0.872,0,37,37,37,1,1,,,,,,,,,,,,,,,,,,
0,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,up,stimuli/objects/pickaxe02.jpg,0,1,stimuli/white_butterfly.png,,,,,,,left,0,0.824,0,38,38,38,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/grey_butterfly.png,stimuli/white_butterfly.png,2,stimuli/yellow_flower.png,stimuli/blue_flower.png,stimuli/red_flower.png,stimuli/green_flower.png,up,stimuli/objects/ducttape.jpg,1,1,stimuli/white_butterfly.png,,,,,,,up,1,1.376,0,39,39,39,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,2,stimuli/green_flower.png,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/red_flower.png,right,stimuli/objects/bow.jpg,1,1,stimuli/grey_butterfly.png,,,,,,,right,1,0.707,0,40,40,40,1,1,,,,,,,,,,,,,,,,,,
1,"[0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,1,,,,,,,stimuli/white_butterfly.png,stimuli/grey_butterfly.png,1,stimuli/blue_flower.png,stimuli/yellow_flower.png,stimuli/green_flower.png,stimuli/red_flower.png,left,stimuli/objects/pitchfork.jpg,1,1,stimuli/white_butterfly.png,,,,,,,left,1,0.794,0,41,41,41,1,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,45.341,0,0,0,0,1,,,,,,,,,,,
,,,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,21.75,0,0,0,1,1,stimuli/grey_butterfly.png,,
,,,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3.776,0,1,1,0,1,stimuli/white_butterfly.png,,
,,,,,,,,,,8,2021-01-14_10h10.29.363,premce3DEU_ses-01_part-01_label-phase1,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,29.912
